中原重笔青史改革潮头定九霄龙腾,华夏迭出俊才开放阵前当万里鹏飞
蜀锦莺梭织,春装燕剪裁
六管宣和乐奏钧天回暖律,三阶供极图呈益地迓新祺
九州改革舒清景,两个文明耀国光
红雨桃千树,春风柳十围
万枝桃李新千户,一派春光绘八方
岁岁平安日,年年如意春
清廉从政事,勤俭树家风
曙光昭物彩,淑气焕人文
律转璇枢三殿星云复旦,时调玉烛前门花柳同春
送虎岁共庆山河壮,迎兔年齐歌业绩新
打黑扫非德治和法治并举,倡廉反腐党威与国威齐扬
晓日光明新社会,春风和暖大家庭
时代如歌大力弘扬三代表,青春似火全心创建两文明
瑞雪传丰收喜讯,红梅报致富佳音
虎啸深林增瑞气,兔驰沃野益新风
蓝图全靠能人绘,骏马还凭伯乐挑
和气远招天下客,公平广进四方财
华灯飞彩,喜炮放红
江山千古秀,花木四时春
风调雨顺,国盛人和
香港既归祖国山河添锦绣,澳门又返神州历史更辉煌
世清民有幸,德厚福无边
贺大有万民盛赞四化,庆新春两岸殷期三通
春满沂蒙四野春风驰骥足,彩辉胜地万支彩笔绘鸿图
地利人和开富路,政通时顺辟财源
碧海青天灿烂日,红花绿树锦绣春
旧岁已赢十分好,新春更上一层楼
誓做长征千里马,争当改革领头羊
光明竹径,影透花荫
民生有幸年年好,国运无疆日日新
牛奔福地普天献瑞,虎卧华堂满院生辉
神驹轻踏春前草,小燕喜穿柳上风
烟霞尽入新诗卷,山水遥开古画图
发家好景随春至,致富宏图与日新
惠我春风梳翠柳,多情细雨润红梅
刑已上高官喜看反贪增力度,法冲开黑网欣闻除恶保安宁
四海高歌致富曲,三江同庆吉祥年
九州兴特色,十五展宏猷
红日吐辉伟大祖国更兴旺,江山多娇锦绣前程倍光明
大地山河鲜似锦,高天日月丽如虹
希望工程播希望,文明国度创文明
千里江山春气象,一年锦绣马风光
庆新春欢容满面人情美,歌盛世爱意盈心邻里和
春雨润滋前峰竟秀,新风吹拂万象呈辉
春自改革唤起,富由开放得来
恪守廉洁为律己,珍藏经典好传家
家庭和睦人人赞,邻里欢娱处处夸
警犬扬威平安九县,肥猪献宝富裕三区
东风化雨千山秀,紫燕迎春万象新
党风端正大地逢春绿,国法严明江山映日红
激浊扬清昌国运,祛邪扶正慰民心
国正华年花烂熳,人逢盛世寿增添
春笋萌动参天志,人民满怀建国情
盛世春来早,丰年花正好
人勤春早,民富国强
兔奔千里传春信,龙起九霄壮国威
厚德著璇宫禁掖常尊尧舜,修龄储北斗春秋永亘贞元
海域孤舟漂无定,天缘共桌聚有根
瑞雪飞万户,祥云绕千家
鸿鹄得志,桃李争春
花开富贵,竹报平安
生意如春春意好,财源似水水源长
和风送暖,谐雨流金
树展嫩枝春世界,楹添新墨好时光
福慧庄严成无上道,慈悲广大度有缘人
白雪红梅报喜,黄莺紫燕迎春
人文武汉古郡乾坤存胜迹三楚风骚精英荟萃教育领先黄鹤白云萦学府人才重镇万马奔腾驰万里优势发挥见仁见智,科技江城名牌战场抖神威两区雅韵光谷峥嵘高新居上青山碧水拥尖端资讯前锋千龙起舞竞千霓潜能驱动逾远逾宽
山青水绿春常在,人寿年丰福无边
人饮春节酒,马渡风月关
天上月明千里共,人间春色九州同
半分屏山台闽本相接,一衣带水骨肉盼团圆
律转春回今夜旧岁连新岁,移风易俗此时无声胜有声
时代大文章党政主编春作序,城乡新角色人民导演富登台
改革花开放花致富花花盈大地,科研果创业果扶贫果果硕神州
梅迎春意染新色,鸟借东风传好音
戌犬腾欢迎胜利,酉鸡起舞庆荣归
迎春芳草年年绿,贺节联花岁岁红
天涯海角春光美,南国北疆喜气盈
雅士堂前无俗客,春兰室里有余香
处处欢歌夸稳定,家家团聚乐安康
雨润千畴铺彩锦,日辉万户庆长春
虎过关山添活力,兔攀月桂浴春晖
红梅迎春笑,金葵向日开
物华天宝风光好,人杰地灵气象新
征途别去羊肠道,前景迎来花果山
瑞气盈盈随春到,财源滚滚与日增
亥来四季美,猪献满身肥
葵花向阳五洲竞放,游子爱国四海同心
创新意识出精品,改革春风聚太和
犬吠鸡鸣春灿灿,莺歌燕舞日瞳瞳
原野雪消千里绿,神州光泽万家春
春归四海风云壮,日照九州世纪新
蛇腾新世纪,马跃大中华
旗展五星四海笑,蹄花千里沾晨露
驯马腾飞千里路,牧羊更上一重峰
龙吟碧落存余韵,蛇舞神州唱大风
春来也梅花吐秀,冬去矣桂子生香
日暖风和春意满,民勤国奋党恩深
青春缔姻缘爱绵绵不必山盟海誓,集体行婚礼情切切会当地久天长
万象俱新和谐社会清平乐,千疆一统鼎盛时期富旺兴
春日迪新象,神州展异姿
世纪光华岁月,中华锦绣河山
良将安邦荣圣业,精兵报国荡豪情
齐鲁晚报蜚声齐鲁大地,今日沂蒙关注今日欣荣
翠鸟争鸣春意闹,红梅怒放喜讯传
金鸡一唱传佳讯,玉犬三呼报福音
乘风腾骏马,兴国舞神龙
情酬华夏倾教苑,爱付童心育英才
赋诗奏乐颂扬华夏辉煌业绩,泼墨挥毫描绘祖国锦绣江山
新世纪百花锦簇,好河山万载繁荣
表演神州好事,传播时代精神
春光骀荡,国步龙腾
志高人勤奋,民安国富强
雪压红梅呈异彩,春归芳草发新芽
春雷一响唤醒千山初变绿,侯鸟三声叫开百岭已回青
千家迎新岁,万户庆丰年
东风已绿南国草,春信才开北岭梅
激浊扬清宇宙新陈常代谢,兴邦治国人间美丑总分明
四海升平歌舜日,九州盛世乐尧天
马驰大路春如锦,鹰击长空气若虹
天马横空出世,腊梅傲雪迎春
伟业千秋人奋志,征途万里马嘶风
四化凯歌传万户,一声爆竹响千家
春风催旧岁华夏百花艳,瑞雪兆丰年神州万象新
九州清平乐,四方正气歌
学孔繁森清清白白两袖清风当人民公仆续写志敏清贫赋,效焦裕禄正正堂堂一生正义做干部楷模再吟天祥正气歌
娠灾济困送温暖,助弱扶残献爱心
歌飞青山山不老,画落碧水水长流
夹岸晓烟杨柳青,满园春色桃杏红
新北京新奥运新事新人新风扑面,好光景好年华好山好水好戏连台
特色红旗开盛世,小康巨笔绘宏图
天增岁月人增福,竹报平安梅报春
世泽绵为善,家声振读书
奋搏洪水显威力,重建家园入小康
骏马扬蹄奔驰峥嵘岁月,春风着意装点锦绣山河
园中草木春无限,湖上风光画不如
务实务真谋发展,同心同德共和谐
欢歌笑语辞旧,爆竹花灯迎新
蕃繁六畜猪堪饲,富裕千家君献功
虎年生虎子虎头虎脑,龙人传龙裔龙子龙孙
日薰春杏,风送腊梅
国泰民安歌党政,年丰物阜庆康宁
碧野青山一方胜地来天外,红楼绿树十里新城入眼帘
寒假充充电厉兵秣马迎接新挑战,过年养养神轻装上阵争取好成绩
和谐蕴紫气,发展渡春风
清音歌盛世,美酒贺新年
东风袅袅千山秀,旭日瞳瞳万木春
九州逢春绿,百业开门红
赋改革新诗字字珠圆玉润,奔富强正道人人虎步龙骧
改革潮掀巨浪,振兴气贯长虹
遍地欢歌迎大圣,连台好戏看今朝
旭日晓含珠树影,和风晴护玉堂春
人间喜气盈宇宙,户外春风满乾坤
山间明月,江上春风
春日春风春满院,燕歌燕舞燕临门
廉风清玉宇,特色灿金瓯
春回大地羊值岁,爱洒神州福到家
天施雨露山川秀,党转乾坤事业兴
天马班师捷报频传惊宇宙,仙羊降世宏图再展耀神州
家庭温馨人高寿,生活富裕福永存
巧使神机献妙手,劈开鬼谷出乌金
四时为柄,万象皆春
天地英雄气,神州浩荡春
显现英雄本色,顺应时代潮流
几处早莺催暖树,一犁时雨润春畴
槽边不乏千里马,仓内常存万石粮
昂首扬鬃腾浩气,奋蹄踏雪展春风
迎新春春光灿烂,庆盛世世纪峥嵘
门前春色万千景,窗外梅花五两枝
艺苑繁华沐春雨,文坛异彩迎东风
诗情画意描春手,揽月摘星造福人
燕剪裁云云化雨,莺梭织柳柳成春
沈水腾龙映日云织千色锦,三阳开泰凌寒梅报九州春
励精图治,除旧布新
花好月常圆人民同寿,根深叶又茂天地长春
国兴特色三江暖,日灿神州万里春
雨润三春千岭绿,风拂九野万花红
八路进宝,四方来财
两岸三春欣艳艳,九州四化喜盈盈
祖国大业蒸蒸日上,人民生活步步高升
入户和风增瑞气,临门旭日发春晖
梅花欢喜漫天雪,港岛回归动地诗
巧借春风丛岭翠,高扬旗帜满江红
祖国江山期一统,人民事业颂千秋
牛背笛声迎旭日,田头犁影亮春光
壮丽山河皆入画,辉煌事业总关情
展翅雄鹰腾万里,扬蹄骏马跃千程
小桥连四海闻高山献宝秀水腾龙红日凛光华万众欢呼三代表,皓月照千秋看奇石穿空名花弄影清风弘正气普天同庆两文明
马爱西疆辞故地,羊欣东土贺新春
金鸡报捷梅花俏,义犬迎春柳色新
红楼绿树繁华地,碧水青山富裕村
党指幸福路,勤开致富门
利国利家是女是男生一个,相亲相爱同心同德绣三春
世泰时和新策好,人康家富党恩深
春风苏万物,喜雨乐千家
江山五色三千里,诗酒一桌十万家
兔跃千山传喜讯,龙腾万里展英才
文化广场弘扬先哲思想,滨河大道展现沂蒙风光
两制圆玉璧,一统固金瓯
惠风和畅,瑞气临门
四化有方齐报捷,九州无处不飞花
三阳启泰,四化兴邦
英雄骏马奔千里,浩荡春风暖万家
狗衔四喜旺财运,猪拱三星撞富门
春暖神州祖国山河美,福满都市城市气象新
春到红鬃马上,喜临绿柳门前
卯至东方蓬勃日,兔来华夏振兴时
党洁政廉人共仰,国强民富口皆碑
虎尾回头添胜利,兔毫扎笔写风流
冬去春来千条杨柳迎风绿,民安国泰万里山河映日新
绿色人文科技兴奥运同一世界同一梦,群楼网路场馆靓北京无限风光无限情
铁肩担四化,妙手绣三轩
冬去堂前迎紫燕,春来枝上舞黄莺
快乐乡村陶令羡,葱茏茶圃醉翁夸
人和政善家家福,气正风清处处春
老传统老作风发扬光大,新道德新风尚蔚然成风
处处起新村喜莺唱门庭燕迷归路,年年呈好景正花开阡陌柳醉春风
朱笔题名于雁塔,绿风摇柳动莺声
军民除腐乾坤净,党政兴廉日月明
尊师重教好传统,报国育才最光荣
万里春风抒壮志,百年美景画宏图
吏洁官清诗溢彩,民殷国富酒飘香
处处桃花频送暖,年年春色去还来
康乐安一方百姓,和谐养无限天机
迎新年年年添喜,辞旧岁岁岁有余
山美水美春光美宏图更美,人新事新年代新伟业长新
时雨一犁遍地禾苗争茁壮喜迎已卯千家富,春风几度满园桃李斗芳菲极目江山万木荣
夫唱妇随并肩共赴小康路,孙贤子孝携手同迎大有年
着眼四化,立足本职
大厦落成工匠巧,雄文草就秀才灵
璃雪兆丰年家家欢喜,春光映大地处处生晖
麾军世贸开新宇,奏凯体坛震万邦
日新月异鸡报晓,岁吉年祥狗看门
马步青云迎旭日,羊腾绿野展雄风
随春听鸟语,与日赏花容
夕照恋青山共兴华夏千秋业,老龄逢盛世同绘江山万里图
百族同心歌两制,九州共愿庆双归
世纪情怀如旭日,神州画卷若长虹
虎年赢得春风意,喜讯唤来燕子情
金凤呈祥人得意,玉羊衔瑞事称心
堤外波光万里碧,海上渔舟千担银
瑞雪千家江山银万里,春风一树物野绿千层
日丽风和春浩荡,花香鸟语物昭苏
伯乐荐骏马,良师育高才
家家岁稔无尽乐,处处年丰有余粮
诗情画意妆春色,燕语莺歌颂华年
猪拱财源旺,龙腾国运昌
百花吐蕊春风暖,万象更新国运昌
福从德孕德滋寿,信自诚来诚润身
物阜年丰民富裕,龙腾虎跃国兴隆
壮志凌云振鹏翼,扬鞭催马奔征程
东风一过千里绿,南燕双飞万户春
虎啸青山千里锦,风拂绿柳万家春
鸿运频来成大业,财神常驻贺新春
门庭春暖生光彩,田亩年丰乐太平
九万里江山亮丽,二千年龙凤腾飞
副副红联歌党好,声声喜炮庆春浓
日丽风和春浩荡,粮丰林茂国昌隆
春为一岁首,梅在百花先
千山齐唱迎春曲,万水同吟幸福歌
金星焕彩福源广,赤帜生辉吉庆多
救死扶伤当好白衣战士,除疾解痛精求济世良方
春风荣草木,瑞雪润河山
九天日月回春意,十亿神州溢彩霞
门含千山秀,楼览万里春
百年天地回元气,一统山河际太平
积极进取,勇敢拼搏
牛耕绿野,虎啸青山
神州呈异彩琼枝玉树添新果,特色蔚奇观北国南疆涌大潮
岁月更新和谐社会心常乐,春风送暖锦绣江山福满堂
人勤春来早,草发牛更肥
白发渐催人逐队依然向东院,青春应笑我奔波几日又南台
勤俭生财财路广,科研致富富源长
海纳百川呈瑞彩,天开万里醉春风
春风发万卉,丽日照千门
万家腾笑语,四海庆阳春
心田洒下知识种,金钥打开智慧门
新风昌世纪,正气浩乾坤
户户厌恶大硕鼠,家家喜爱老黄牛
海峡水虽深幸有长虹飞两岸,春节情更切好凭大雁送千封
春风正好分琼夜,瑞日遥临丽凤城
春风拂柳江河秀,细雨润花庭院红
好景常在富贵家,福星永照平安宅
祖国日行八万里,春风绿到二千年
欢度九州节,讴歌四海春
鼓乐齐鸣四海欢腾迎大节,华灯怒放三江锦绣喜康民
日照文坛放异彩,春催联苑绽奇葩
人靠勤劳致富,家因和睦生财
冬去山青水秀,春来燕舞莺歌
政惠三农莺啭和谐曲,春新九域人描富裕图
阳春臻六顺,猪岁报三多
万年枝上春常在,五色云中日永明
一代精英开富路,百强企业展宏图
国泰民安戌岁乐,粮丰财茂亥春兴
春回大地喜庆新春闻鸡起舞,福满人间欣逢盛世跃马扬鞭
春风暖四海,正气盈九州
十分春意迎新岁,四化豪情唱凯歌
扬鞭策马迎春到,戏珠腾龙入世来
春满神州千般秀,日照中华万象新
金蛇祥万里,骏马端千家
人和政善千家暖,国富民强四海春
国泰民安家家乐,风调雨顺业业兴
朴素简单新宅第,勤劳节俭好人家
福气临门招百福,祥光入户纳千祥
喜东风送暖残雪溶化寒冰解,望大地回春江山添翠芳草生
东西南北财源广进,春夏秋冬生意常隆
万象喜回春守信,一元欣复始司晨
九五宏图昌国运,万千盛景示年丰
心存四化,手绣三春
勤能补拙勤兴业,俭可养廉俭起家
三代表犹如珍贵三春雨,两文明酷似芬芳两朵花
桃符窗花瑞雪,柳浪布谷春风
振华志创千秋业,申奥情牵十亿心
入柳黄莺丛树绿,出墙红杏九春浓
日新月异丰登岁,风调雨顺太平年
玉犬呈祥辞岁报功去,金猪兆瑞迎春送宝来
竞舞龙蛇喜看九州开放天翻地覆,争跨骐骥欢呼十载改革国富民殷
千山万水祥光满,四海五湖喜气浓
春临玉宇繁花艳,福到门庭喜气盈
影坛新苗壮,艺苑百花开
出门大吉行鸿运,进宅平安照福星
日历翻新力争红岁月,春联换旧催绣美山河
江山如画千重秀,世纪赋诗百载春
彩笔书联歌盛世,金龙起舞颂尧天
克己奉公两袖清风做公仆,护国安民一身正气靠品德
桃柳争催春烂熳,云霞长拥日光华
壮丽城乡水流新韵山流翠,腾飞岁月民向小康国向荣
雪铺富裕路银光闪闪,鹊叩幸福门喜报声声
国兴特色绿水青山皆献瑞,民乐小康碧桃红杏共争妍
歌传统美德花满千禧庭院,诵创业精神果累新纪家园
春暖风和日丽,政兴人寿年丰
柳暗花明开两制,风调雨顺颂千秋
四季平安吉庆祥和门第,五业兴旺昌隆富裕国家
春风及第,政策归心
春潮涌动绿柳舒枝一笑辞旧岁,青山举首明月开颜三躬迎新年
